Year,Month,Day,Time,ARRESTAGENCY,Charge_Desc,MINUCRCODE,MINCHARGECODE,MAIN_CRIMECODE,GDISTRICT,BRICArrestCode,GREPORTING,,,,,,,,,,,,
2017,12,3,44:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,143,,,,,,,,,,,,
2017,12,3,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,116,,,,,,,,,,,,
2017,12,3,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,905,,,,,,,,,,,,
2017,12,3,01:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,429,,,,,,,,,,,,
2017,12,3,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,435,,,,,,,,,,,,
2017,12,3,38:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A1,04xx,092,,,,,,,,,,,,
2017,12,4,50:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B3,04xx,434,,,,,,,,,,,,
2017,12,4,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,130,,,,,,,,,,,,
2017,12,4,14:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,,,,,,,,,,,,,
2017,12,4,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,775,,,,,,,,,,,,
2017,12,4,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,179,,,,,,,,,,,,
2017,12,4,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,558,,,,,,,,,,,,
2017,12,5,47:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,,,,,,,,,,,,,
2017,12,5,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2017,12,5,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,587,,,,,,,,,,,,
2017,12,5,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,458,,,,,,,,,,,,
2017,12,5,36:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2017,12,6,27:00.0,Boston Police Department,Violation of an Existing Restraining Order,0635,12312,,D4,06MV,,,,,,,,,,,,,
2017,12,6,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,312,,,,,,,,,,,,
2017,12,6,43:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,398,,,,,,,,,,,,
2017,12,7,20:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,426,,,,,,,,,,,,
2017,12,7,18:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,E5,04xx,561,,,,,,,,,,,,
2017,12,7,50:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C6,Arrest,214,,,,,,,,,,,,
2017,12,7,07:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,432,,,,,,,,,,,,
2017,12,7,11:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,457,,,,,,,,,,,,
2017,12,7,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,334,,,,,,,,,,,,
2017,12,7,44:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,465,,,,,,,,,,,,
2017,12,7,47:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,787,,,,,,,,,,,,
2017,12,8,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,012,,,,,,,,,,,,
2017,12,8,13:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A1,Arrest,077,,,,,,,,,,,,
2017,12,8,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,900,,,,,,,,,,,,
2017,12,9,39:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,794,,,,,,,,,,,,
2017,12,9,39:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,026,,,,,,,,,,,,
2017,12,9,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,328,,,,,,,,,,,,
2017,12,9,10:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,495,,,,,,,,,,,,
2017,12,9,43:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,357,,,,,,,,,,,,
2017,12,9,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,325,,,,,,,,,,,,
2017,12,9,00:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,906,,,,,,,,,,,,
2017,12,9,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,420,,,,,,,,,,,,
2017,12,9,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,026,,,,,,,,,,,,
2017,12,10,57:00.0,Boston Police Department,Threats (209A),1401,12316,,E18,14xx,519,,,,,,,,,,,,
2017,12,10,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2017,12,10,09:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,501,,,,,,,,,,,,
2017,12,11,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,,,,,,,,,,,,,
2017,12,11,00:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E13,Arrest,509,,,,,,,,,,,,
2017,12,11,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,399,,,,,,,,,,,,
2017,12,12,16:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E13,04xx,303,,,,,,,,,,,,
2017,12,12,50:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,262,,,,,,,,,,,,
2017,12,12,32:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,771,,,,,,,,,,,,
2017,12,12,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,466,,,,,,,,,,,,
2017,12,12,16:00.0,Boston Police Department,Assault (209A),0801,12313,,C11,08xx,365,,,,,,,,,,,,
2017,12,12,30:00.0,Boston Police Department,Assault (209A),0801,12313,,C11,08xx,462,,,,,,,,,,,,
2017,12,12,10:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,026,,,,,,,,,,,,
2017,12,13,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,,,,,,,,,,,,,
2017,12,13,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,533,,,,,,,,,,,,
2017,12,13,00:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,393,,,,,,,,,,,,
2017,12,13,35:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,179,,,,,,,,,,,,
2017,12,13,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,346,,,,,,,,,,,,
2017,12,14,55:00.0,Boston Police Department,Violation of an Existing Restraining Order,0619,12312,,A1,06xx,117,,,,,,,,,,,,
2017,12,14,41:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,,,,,,,,,,,,,
2017,12,14,49:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A15,04xx,045,,,,,,,,,,,,
2017,12,15,20:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A1,04xx,065,,,,,,,,,,,,
2017,12,15,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,396,,,,,,,,,,,,
2017,12,15,18:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,326,,,,,,,,,,,,
2017,12,15,46:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,E18,04xx,542,,,,,,,,,,,,
2017,12,15,11:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,359,,,,,,,,,,,,
2017,12,16,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,393,,,,,,,,,,,,
2017,12,16,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,606,,,,,,,,,,,,
2017,12,16,44:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,439,,,,,,,,,,,,
2017,12,16,15:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,426,,,,,,,,,,,,
2017,12,16,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,752,,,,,,,,,,,,
2017,12,16,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,594,,,,,,,,,,,,
2017,12,16,47:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,619,,,,,,,,,,,,
2017,12,16,59:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,914,,,,,,,,,,,,
2017,12,17,58:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,395,,,,,,,,,,,,
2017,12,17,49:00.0,Boston Police Department,Assault & Battery (209A),0619,12314,,B3,06xx,439,,,,,,,,,,,,
2017,12,17,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,465,,,,,,,,,,,,
2017,12,18,52:00.0,Boston Police Department,Assault & Battery (209A),0404,12314,,D14,04xx,794,,,,,,,,,,,,
2017,12,18,23:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,D14,04xx,938,,,,,,,,,,,,
2017,12,18,57:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,282,,,,,,,,,,,,
2017,12,19,44:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,624,,,,,,,,,,,,
2017,12,19,17:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,294,,,,,,,,,,,,
2017,12,19,53:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,612,,,,,,,,,,,,
2017,12,19,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,912,,,,,,,,,,,,
2017,12,19,37:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,357,,,,,,,,,,,,
2017,12,19,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,915,,,,,,,,,,,,
2017,12,19,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,068,,,,,,,,,,,,
2017,12,20,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2017,12,20,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,508,,,,,,,,,,,,
2017,12,20,07:00.0,Boston Police Department,Violation of an Existing Restraining Order,2910,12312,,C11,VAL,382,,,,,,,,,,,,
2017,12,20,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,542,,,,,,,,,,,,
2017,12,20,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,330,,,,,,,,,,,,
2017,12,20,24:00.0,Boston Police Department,Assault & Battery (209A),0635,12314,,E18,06MV,521,,,,,,,,,,,,
2017,12,20,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,008,,,,,,,,,,,,
2017,12,20,55:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,784,,,,,,,,,,,,
2017,12,21,19:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,393,,,,,,,,,,,,
2017,12,21,07:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2017,12,21,31:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B3,04xx,465,,,,,,,,,,,,
2017,12,21,53:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,786,,,,,,,,,,,,
2017,12,22,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,900,,,,,,,,,,,,
2017,12,22,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,574,,,,,,,,,,,,
2017,12,22,26:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,D4,Arrest,157,,,,,,,,,,,,
2017,12,22,15:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,355,,,,,,,,,,,,
2017,12,22,54:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,079,,,,,,,,,,,,
2017,12,23,16:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,469,,,,,,,,,,,,
2017,12,23,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2017,12,23,42:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,029,,,,,,,,,,,,
2017,12,23,42:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,E18,04xx,548,,,,,,,,,,,,
2017,12,24,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,004,,,,,,,,,,,,
2017,12,24,18:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E13,04xx,,,,,,,,,,,,,
2017,12,24,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,435,,,,,,,,,,,,
2017,12,24,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,363,,,,,,,,,,,,
2017,12,25,07:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,023,,,,,,,,,,,,
2017,12,25,08:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,,,,,,,,,,,,,
2017,12,25,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,327,,,,,,,,,,,,
2017,12,26,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,464,,,,,,,,,,,,
2017,12,26,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,444,,,,,,,,,,,,
2017,12,26,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,214,,,,,,,,,,,,
2017,12,26,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,287,,,,,,,,,,,,
2017,12,26,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,455,,,,,,,,,,,,
2017,12,26,16:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2017,12,26,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,379,,,,,,,,,,,,
2017,12,27,09:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,309,,,,,,,,,,,,
2017,12,27,13:00.0,Boston Police Department,Violation of an Existing Restraining Order,2907,12312,,B2,VAL,307,,,,,,,,,,,,
2017,12,27,19:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,445,,,,,,,,,,,,
2017,12,28,43:00.0,Boston Police Department,Violation of an Existing Restraining Order,2905,12312,,B3,VAL,421,,,,,,,,,,,,
2017,12,28,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,450,,,,,,,,,,,,
2017,12,29,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,341,,,,,,,,,,,,
2017,12,29,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,145,,,,,,,,,,,,
2017,12,29,32:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,026,,,,,,,,,,,,
2017,12,29,37:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,317,,,,,,,,,,,,
2017,12,29,36:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,900,,,,,,,,,,,,
2017,12,30,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,182,,,,,,,,,,,,
2017,12,30,31:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E18,Arrest,498,,,,,,,,,,,,
2017,12,30,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,943,,,,,,,,,,,,
2017,12,30,10:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,453,,,,,,,,,,,,
2017,12,30,14:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,464,,,,,,,,,,,,
2017,12,30,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,426,,,,,,,,,,,,
2017,12,30,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,436,,,,,,,,,,,,
2017,12,30,57:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,234,,,,,,,,,,,,
2017,12,31,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,111,,,,,,,,,,,,
2017,12,31,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,619,,,,,,,,,,,,
2017,12,31,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,313,,,,,,,,,,,,
2017,12,31,11:00.0,Boston Police Department,Violation of an Existing Restraining Order,2407,12312,,D4,24xx,284,,,,,,,,,,,,
2017,12,31,13:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B3,04xx,,,,,,,,,,,,,
2017,12,31,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,,,,,,,,,,,,,
2017,12,31,16:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,912,,,,,,,,,,,,
2018,1,1,08:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,901,,,,,,,,,,,,
2018,1,1,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,416,,,,,,,,,,,,
2018,1,1,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,329,,,,,,,,,,,,
2018,1,1,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,342,,,,,,,,,,,,
2018,1,2,33:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,D4,04xx,620,,,,,,,,,,,,
2018,1,2,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,079,,,,,,,,,,,,
2018,1,2,54:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,272,,,,,,,,,,,,
2018,1,2,22:00.0,Boston Police Department,Threats (209A),2647,12316,,C11,08xx,337,,,,,,,,,,,,
2018,1,2,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,024,,,,,,,,,,,,
2018,1,3,44:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,587,,,,,,,,,,,,
2018,1,3,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,793,,,,,,,,,,,,
2018,1,3,14:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,B2,04xx,319,,,,,,,,,,,,
2018,1,3,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,944,,,,,,,,,,,,
2018,1,3,29:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,234,,,,,,,,,,,,
2018,1,4,01:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A1,04xx,109,,,,,,,,,,,,
2018,1,4,39:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,778,,,,,,,,,,,,
2018,1,5,16:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E18,Arrest,482,,,,,,,,,,,,
2018,1,6,25:00.0,Boston Police Department,Assault (209A),0801,12313,,C11,08xx,333,,,,,,,,,,,,
2018,1,6,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,591,,,,,,,,,,,,
2018,1,6,59:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,226,,,,,,,,,,,,
2018,1,6,24:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C6,04xx,,,,,,,,,,,,,
2018,1,6,15:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B3,04xx,441,,,,,,,,,,,,
2018,1,6,59:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,462,,,,,,,,,,,,
2018,1,7,18:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,462,,,,,,,,,,,,
2018,1,7,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,,,,,,,,,,,,,
2018,1,7,43:00.0,Boston Police Department,Assault & Battery (209A),0510,12314,,B2,05RB,331,,,,,,,,,,,,
2018,1,7,55:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,325,,,,,,,,,,,,
2018,1,7,17:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,577,,,,,,,,,,,,
2018,1,7,39:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,303,,,,,,,,,,,,
2018,1,7,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,414,,,,,,,,,,,,
2018,1,8,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,900,,,,,,,,,,,,
2018,1,8,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,172,,,,,,,,,,,,
2018,1,8,59:00.0,Boston Police Department,Assault & Battery (209A),0520,12314,,D14,05RB,811,,,,,,,,,,,,
2018,1,8,29:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,903,,,,,,,,,,,,
2018,1,9,29:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,C6,04xx,202,,,,,,,,,,,,
2018,1,9,17:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,910,,,,,,,,,,,,
2018,1,9,14:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,004,,,,,,,,,,,,
2018,1,9,58:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,318,,,,,,,,,,,,
2018,1,9,02:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,480,,,,,,,,,,,,
2018,1,10,11:00.0,Boston Police Department,Assault (209A),0801,12313,,C11,08xx,395,,,,,,,,,,,,
2018,1,10,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,,,,,,,,,,,,,
2018,1,10,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,326,,,,,,,,,,,,
2018,1,10,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,444,,,,,,,,,,,,
2018,1,11,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,304,,,,,,,,,,,,
2018,1,11,20:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A1,04xx,116,,,,,,,,,,,,
2018,1,11,50:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,913,,,,,,,,,,,,
2018,1,12,09:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,A7,04xx,034,,,,,,,,,,,,
2018,1,12,40:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C6,04xx,,,,,,,,,,,,,
2018,1,12,05:00.0,Boston Police Department,Violation of an Existing Restraining Order,0802,12312,,A15,08xx,059,,,,,,,,,,,,
2018,1,13,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,014,,,,,,,,,,,,
2018,1,13,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,406,,,,,,,,,,,,
2018,1,13,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,903,,,,,,,,,,,,
2018,1,13,17:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,268,,,,,,,,,,,,
2018,1,13,46:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,332,,,,,,,,,,,,
2018,1,13,04:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,A1,04xx,089,,,,,,,,,,,,
2018,1,13,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,462,,,,,,,,,,,,
2018,1,13,11:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,603,,,,,,,,,,,,
2018,1,14,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,075,,,,,,,,,,,,
2018,1,14,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,009,,,,,,,,,,,,
2018,1,14,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,111,,,,,,,,,,,,
2018,1,14,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,021,,,,,,,,,,,,
2018,1,15,57:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,938,,,,,,,,,,,,
2018,1,15,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,019,,,,,,,,,,,,
2018,1,15,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,038,,,,,,,,,,,,
2018,1,16,02:00.0,Boston Police Department,Assault & Battery (209A),0613,12314,,B2,06xx,282,,,,,,,,,,,,
2018,1,16,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,,,,,,,,,,,,,
2018,1,16,39:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,588,,,,,,,,,,,,
2018,1,16,48:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,021,,,,,,,,,,,,
2018,1,16,16:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,332,,,,,,,,,,,,
2018,1,16,14:00.0,Boston Police Department,Violation of an Existing Restraining Order,0802,12312,,B2,08xx,911,,,,,,,,,,,,
2018,1,16,17:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A1,04xx,116,,,,,,,,,,,,
2018,1,16,23:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,,,,,,,,,,,,,
2018,1,17,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2018,1,17,45:00.0,Boston Police Department,Violation of an Existing Restraining Order,0802,12312,,B3,08xx,475,,,,,,,,,,,,
2018,1,17,32:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,319,,,,,,,,,,,,
2018,1,18,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,086,,,,,,,,,,,,
2018,1,19,03:00.0,Boston Police Department,Assault (209A),0801,12313,,B3,08xx,444,,,,,,,,,,,,
