Year,Month,Day,Time,ARRESTAGENCY,Charge_Desc,MINUCRCODE,MINCHARGECODE,MAIN_CRIMECODE,GDISTRICT,BRICArrestCode,GREPORTING,,,,,,,,,,,,
2020,3,7,50:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,817,,,,,,,,,,,,
2020,3,7,12:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,D14,04xx,778,,,,,,,,,,,,
2020,3,7,57:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2020,3,8,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,903,,,,,,,,,,,,
2020,3,8,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,026,,,,,,,,,,,,
2020,3,8,51:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,,,,,,,,,,,,,
2020,3,8,03:00.0,Boston Police Department,Assault & Battery (209A),0404,12314,,E13,04xx,,,,,,,,,,,,,
2020,3,8,46:00.0,Boston Police Department,Assault & Battery (209A),0619,12314,,A1,06xx,064,,,,,,,,,,,,
2020,3,9,16:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,E5,04xx,731,,,,,,,,,,,,
2020,3,9,19:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,026,,,,,,,,,,,,
2020,3,9,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,270,,,,,,,,,,,,
2020,3,9,52:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D4,04xx,150,,,,,,,,,,,,
2020,3,10,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2020,3,11,14:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2020,3,11,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,473,,,,,,,,,,,,
2020,3,11,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,438,,,,,,,,,,,,
2020,3,11,00:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,760,,,,,,,,,,,,
2020,3,11,35:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B3,04xx,445,,,,,,,,,,,,
2020,3,11,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,403,,,,,,,,,,,,
2020,3,11,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,335,,,,,,,,,,,,
2020,3,12,40:00.0,Boston Police Department,Violation of an Existing Restraining Order,0802,12312,,B3,08xx,433,,,,,,,,,,,,
2020,3,12,55:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C6,Arrest,175,,,,,,,,,,,,
2020,3,12,32:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,466,,,,,,,,,,,,
2020,3,12,54:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E18,04xx,480,,,,,,,,,,,,
2020,3,12,19:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D4,04xx,162,,,,,,,,,,,,
2020,3,12,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,,,,,,,,,,,,,
2020,3,13,52:00.0,Boston Police Department,Violation of an Existing Restraining Order,0403,12312,,A1,04xx,112,,,,,,,,,,,,
2020,3,13,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,417,,,,,,,,,,,,
2020,3,13,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,405,,,,,,,,,,,,
2020,3,13,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,577,,,,,,,,,,,,
2020,3,14,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,691,,,,,,,,,,,,
2020,3,14,00:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,572,,,,,,,,,,,,
2020,3,15,28:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2020,3,15,50:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,570,,,,,,,,,,,,
2020,3,16,06:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,254,,,,,,,,,,,,
2020,3,17,19:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,026,,,,,,,,,,,,
2020,3,17,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,493,,,,,,,,,,,,
2020,3,17,48:00.0,Boston Police Department,Assault & Battery (209A),0404,12314,,B2,04xx,,,,,,,,,,,,,
2020,3,18,07:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,070,,,,,,,,,,,,
2020,3,18,22:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,799,,,,,,,,,,,,
2020,3,18,15:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,540,,,,,,,,,,,,
2020,3,18,46:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C6,Arrest,914,,,,,,,,,,,,
2020,3,19,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,347,,,,,,,,,,,,
2020,3,19,11:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,B2,04xx,326,,,,,,,,,,,,
2020,3,19,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,794,,,,,,,,,,,,
2020,3,19,15:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,009,,,,,,,,,,,,
2020,3,20,03:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E5,Arrest,730,,,,,,,,,,,,
2020,3,20,08:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,910,,,,,,,,,,,,
2020,3,21,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,429,,,,,,,,,,,,
2020,3,21,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,906,,,,,,,,,,,,
2020,3,21,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,493,,,,,,,,,,,,
2020,3,22,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,022,,,,,,,,,,,,
2020,3,23,56:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E18,04xx,493,,,,,,,,,,,,
2020,3,23,43:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,691,,,,,,,,,,,,
2020,3,24,54:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,355,,,,,,,,,,,,
2020,3,24,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,817,,,,,,,,,,,,
2020,3,25,57:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2020,3,25,29:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,014,,,,,,,,,,,,
2020,3,25,45:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,357,,,,,,,,,,,,
2020,3,25,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,751,,,,,,,,,,,,
2020,3,26,39:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,790,,,,,,,,,,,,
2020,3,26,36:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,265,,,,,,,,,,,,
2020,3,26,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,786,,,,,,,,,,,,
2020,3,27,23:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,357,,,,,,,,,,,,
2020,3,27,26:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B3,04xx,472,,,,,,,,,,,,
2020,3,28,19:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,800,,,,,,,,,,,,
2020,3,28,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,336,,,,,,,,,,,,
2020,3,28,17:00.0,Boston Police Department,Assault (209A),0801,12313,,B2,08xx,316,,,,,,,,,,,,
2020,3,28,52:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,265,,,,,,,,,,,,
2020,3,28,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2020,3,29,08:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C6,04xx,,,,,,,,,,,,,
2020,3,29,28:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,029,,,,,,,,,,,,
2020,3,29,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,936,,,,,,,,,,,,
2020,3,29,59:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,427,,,,,,,,,,,,
2020,3,30,40:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,B2,04xx,302,,,,,,,,,,,,
2020,3,30,59:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,021,,,,,,,,,,,,
2020,3,30,25:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,796,,,,,,,,,,,,
2020,3,30,15:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E13,Arrest,572,,,,,,,,,,,,
2020,3,31,31:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,605,,,,,,,,,,,,
2020,4,1,01:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,A7,04xx,942,,,,,,,,,,,,
2020,4,1,24:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A7,04xx,009,,,,,,,,,,,,
2020,4,1,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,434,,,,,,,,,,,,
2020,4,1,26:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E13,04xx,930,,,,,,,,,,,,
2020,4,2,50:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,028,,,,,,,,,,,,
2020,4,2,12:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,,,,,,,,,,,,,
2020,4,2,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,957,,,,,,,,,,,,
2020,4,2,09:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,462,,,,,,,,,,,,
2020,4,2,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,903,,,,,,,,,,,,
2020,4,2,23:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,067,,,,,,,,,,,,
2020,4,5,29:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,791,,,,,,,,,,,,
2020,4,5,58:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,,,,,,,,,,,,,
2020,4,5,37:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C11,04xx,352,,,,,,,,,,,,
2020,4,5,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,512,,,,,,,,,,,,
2020,4,6,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,817,,,,,,,,,,,,
2020,4,6,38:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E18,Arrest,484,,,,,,,,,,,,
2020,4,6,30:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D4,04xx,171,,,,,,,,,,,,
2020,4,6,35:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,A7,04xx,002,,,,,,,,,,,,
2020,4,6,48:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,773,,,,,,,,,,,,
2020,4,7,16:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,470,,,,,,,,,,,,
2020,4,7,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,495,,,,,,,,,,,,
2020,4,8,14:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,429,,,,,,,,,,,,
2020,4,8,43:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,182,,,,,,,,,,,,
2020,4,9,53:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E5,Arrest,822,,,,,,,,,,,,
2020,4,9,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,250,,,,,,,,,,,,
2020,4,9,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,720,,,,,,,,,,,,
2020,4,9,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,493,,,,,,,,,,,,
2020,4,10,55:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A7,04xx,,,,,,,,,,,,,
2020,4,10,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,355,,,,,,,,,,,,
2020,4,10,23:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,,,,,,,,,,,,,
2020,4,10,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,630,,,,,,,,,,,,
2020,4,11,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,262,,,,,,,,,,,,
2020,4,11,20:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,E5,04xx,732,,,,,,,,,,,,
2020,4,11,37:00.0,Boston Police Department,Violation of an Existing Restraining Order,2610,12312,,A7,TRESPASS,034,,,,,,,,,,,,
2020,4,12,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,246,,,,,,,,,,,,
2020,4,12,15:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,346,,,,,,,,,,,,
2020,4,13,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,056,,,,,,,,,,,,
2020,4,13,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,303,,,,,,,,,,,,
2020,4,13,13:00.0,Boston Police Department,Assault & Battery (209A),0404,12314,,C11,04xx,236,,,,,,,,,,,,
2020,4,13,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,077,,,,,,,,,,,,
2020,4,13,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,028,,,,,,,,,,,,
2020,4,14,14:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,,,,,,,,,,,,,
2020,4,15,06:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,396,,,,,,,,,,,,
2020,4,15,31:00.0,Boston Police Department,Assault & Battery (209A),0404,12314,,E18,04xx,503,,,,,,,,,,,,
2020,4,15,55:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,257,,,,,,,,,,,,
2020,4,15,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,337,,,,,,,,,,,,
2020,4,16,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,480,,,,,,,,,,,,
2020,4,16,11:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,367,,,,,,,,,,,,
2020,4,17,44:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,687,,,,,,,,,,,,
2020,4,17,51:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,002,,,,,,,,,,,,
2020,4,18,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,,,,,,,,,,,,,
2020,4,18,02:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,,,,,,,,,,,,,
2020,4,18,50:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,C11,04xx,390,,,,,,,,,,,,
2020,4,19,47:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E5,04xx,,,,,,,,,,,,,
2020,4,19,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,501,,,,,,,,,,,,
2020,4,20,38:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B3,04xx,464,,,,,,,,,,,,
2020,4,20,55:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,760,,,,,,,,,,,,
2020,4,20,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,509,,,,,,,,,,,,
2020,4,20,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,548,,,,,,,,,,,,
2020,4,20,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,519,,,,,,,,,,,,
2020,4,21,07:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,900,,,,,,,,,,,,
2020,4,21,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,,,,,,,,,,,,,
2020,4,21,18:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,D4,04xx,271,,,,,,,,,,,,
2020,4,21,23:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,344,,,,,,,,,,,,
2020,4,22,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,027,,,,,,,,,,,,
2020,4,22,08:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,333,,,,,,,,,,,,
2020,4,23,58:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,010,,,,,,,,,,,,
2020,4,24,43:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,571,,,,,,,,,,,,
2020,4,24,47:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,761,,,,,,,,,,,,
2020,4,24,29:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C11,04xx,355,,,,,,,,,,,,
2020,4,24,04:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,E13,04xx,506,,,,,,,,,,,,
2020,4,25,30:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,B3,04xx,426,,,,,,,,,,,,
2020,4,25,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,803,,,,,,,,,,,,
2020,4,25,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,024,,,,,,,,,,,,
2020,4,26,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,448,,,,,,,,,,,,
2020,4,27,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,170,,,,,,,,,,,,
2020,4,27,08:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,822,,,,,,,,,,,,
2020,4,27,07:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,362,,,,,,,,,,,,
2020,4,27,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,,,,,,,,,,,,,
2020,4,28,06:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,186,,,,,,,,,,,,
2020,4,28,17:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,028,,,,,,,,,,,,
2020,4,28,29:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,462,,,,,,,,,,,,
2020,4,29,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,332,,,,,,,,,,,,
2020,4,29,19:00.0,Boston Police Department,Assault (209A),0801,12313,,B3,08xx,464,,,,,,,,,,,,
2020,4,30,09:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2020,4,30,46:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C11,04xx,355,,,,,,,,,,,,
2020,4,30,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,,,,,,,,,,,,,
2020,5,1,24:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,358,,,,,,,,,,,,
2020,5,1,02:00.0,Boston Police Department,Assault (209A),0510,12313,,D4,05RB,,,,,,,,,,,,,
2020,5,1,00:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,333,,,,,,,,,,,,
2020,5,1,40:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E13,Arrest,634,,,,,,,,,,,,
2020,5,2,43:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E13,Arrest,,,,,,,,,,,,,
2020,5,2,10:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,325,,,,,,,,,,,,
2020,5,2,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,163,,,,,,,,,,,,
2020,5,2,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,157,,,,,,,,,,,,
2020,5,3,18:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C11,04xx,372,,,,,,,,,,,,
2020,5,3,53:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,345,,,,,,,,,,,,
2020,5,3,18:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,A1,04xx,101,,,,,,,,,,,,
2020,5,4,29:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,,,,,,,,,,,,,
2020,5,4,02:00.0,Boston Police Department,Assault (209A),0801,12313,,B2,08xx,,,,,,,,,,,,,
2020,5,4,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,,,,,,,,,,,,,
2020,5,4,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,464,,,,,,,,,,,,
2020,5,4,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,519,,,,,,,,,,,,
2020,5,4,48:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,366,,,,,,,,,,,,
2020,5,5,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,496,,,,,,,,,,,,
2020,5,6,00:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,552,,,,,,,,,,,,
2020,5,6,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,421,,,,,,,,,,,,
2020,5,6,02:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,155,,,,,,,,,,,,
2020,5,6,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,936,,,,,,,,,,,,
2020,5,7,41:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,,,,,,,,,,,,,
2020,5,7,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,026,,,,,,,,,,,,
2020,5,7,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,,,,,,,,,,,,,
2020,5,8,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,333,,,,,,,,,,,,
2020,5,8,19:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,149,,,,,,,,,,,,
2020,5,9,03:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,265,,,,,,,,,,,,
2020,5,9,17:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,422,,,,,,,,,,,,
2020,5,9,59:00.0,Boston Police Department,Threats (209A),1401,12316,,C11,14xx,,,,,,,,,,,,,
2020,5,9,04:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,795,,,,,,,,,,,,
2020,5,9,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,119,,,,,,,,,,,,
2020,5,10,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,429,,,,,,,,,,,,
2020,5,10,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,130,,,,,,,,,,,,
2020,5,10,44:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C11,04xx,347,,,,,,,,,,,,
2020,5,10,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,354,,,,,,,,,,,,
2020,5,10,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,903,,,,,,,,,,,,
2020,5,10,54:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,572,,,,,,,,,,,,
2020,5,10,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,,,,,,,,,,,,,
2020,5,10,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,427,,,,,,,,,,,,
2020,5,11,29:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,,,,,,,,,,,,,
2020,5,11,25:00.0,Boston Police Department,Violation of an Existing Restraining Order,0403,12312,,B3,04xx,448,,,,,,,,,,,,
2020,5,11,28:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,355,,,,,,,,,,,,
2020,5,11,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,162,,,,,,,,,,,,
2020,5,11,44:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,337,,,,,,,,,,,,
2020,5,12,23:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,822,,,,,,,,,,,,
2020,5,13,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,135,,,,,,,,,,,,
2020,5,13,46:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,D14,04xx,807,,,,,,,,,,,,
2020,5,13,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2020,5,13,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2020,5,13,24:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,C11,04xx,245,,,,,,,,,,,,
2020,5,14,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,391,,,,,,,,,,,,
2020,5,14,46:00.0,Boston Police Department,Violation of an Existing Restraining Order,1401,12312,,E5,14xx,691,,,,,,,,,,,,
2020,5,14,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2020,5,14,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2020,5,14,04:00.0,Boston Police Department,Violation of an Existing Restraining Order,2905,12312,,E5,VAL,748,,,,,,,,,,,,
2020,5,14,12:00.0,Boston Police Department,Threats (209A),2647,12316,,B2,08xx,282,,,,,,,,,,,,
2020,5,15,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,940,,,,,,,,,,,,
